Order ID,Order Date,Customer ID,Age,Gender,Segment,Region,City,Product Category,Sub-Category,Product Name,Unit Price,Quantity,Discount,Sales,Profit
ORD-026117,2024-09-19,CUST-00558,24.0,Male,Corporate,West,Fairfax,Home & Kitchen,Small Appliances,Small Appliances - Model C,188.91,1,0.05,179.46,60.23
ORD-028570,2024-11-09,CUST-00652,35.0,Female,Corporate,North,Riverton,Apparel,Women's Dresses,Women's Dresses - Model B,74.45,2,0.0,148.9,57.51
ORD-023711,2024-07-26,CUST-01280,35.0,Female,Consumer,East,Bristol,Beauty & Personal Care,Skincare,Skincare - Model A,15.74,1,0.2,12.59,2.67
ORD-009897,2023-10-01,CUST-01747,30.0,Other,Consumer,East,Bristol,Sports & Outdoors,Fitness Equipment,Fitness Equipment - Model A,378.74,1,0.1,340.87,110.6
ORD-005282,2023-06-05,CUST-00531,33.0,Female,Consumer,West,Fairfax,Apparel,Activewear,Activewear - Model C,43.02,2,0.1,77.44,26.99
ORD-003738,2023-04-26,CUST-01814,37.0,Female,Consumer,West,Marion,Sports & Outdoors,Sportswear,Sportswear - Model A,22.18,4,0.1,79.85,22.38
ORD-012117,2023-11-17,CUST-01785,46.0,Female,Corporate,South,Greenville,Home & Kitchen,Decor,Decor - Model B,89.59,2,0.0,179.18,74.85
ORD-026679,2024-10-02,CUST-01675,35.0,Other,Corporate,North,Riverton,Beauty & Personal Care,Fragrances,Fragrances - Model A,116.09,1,0.0,116.09,46.14
ORD-012609,2023-11-25,CUST-00703,24.0,Male,Consumer,Central,Franklin,Beauty & Personal Care,Haircare,Haircare - Model A,78.54,2,0.0,157.08,62.56
ORD-026449,2024-09-27,CUST-00942,49.0,Male,Corporate,South,Georgetown,Groceries,Snacks,Snacks - Model D,56.23,2,0.0,112.46,41.7
ORD-016846,2024-02-15,CUST-02222,28.0,Female,Corporate,East,Salem,Home & Kitchen,Cookware,Cookware - Model C,15.81,3,0.0,47.43,18.06
ORD-024932,2024-08-23,CUST-00302,18.0,Female,Consumer,North,Riverton,Apparel,Jeans,Jeans - Model D,106.18,2,0.1,191.12,62.9
ORD-018176,2024-03-23,CUST-00260,20.0,Male,Consumer,Central,Dover,Apparel,Women's Dresses,Women's Dresses - Model D,156.77,2,0.0,313.54,114.22
ORD-039326,2025-06-01,CUST-01118,33.0,Female,Consumer,North,Riverton,Apparel,Women's Dresses,Women's Dresses - Model B,126.73,1,0.1,114.06,40.15
ORD-015956,2024-01-19,CUST-00404,32.0,Male,Consumer,North,Fairview,Apparel,Footwear,Footwear - Model D,122.69,1,0.0,122.69,40.87
ORD-024495,2024-08-13,CUST-02245,44.0,Female,Consumer,Central,Franklin,Sports & Outdoors,Camping Gear,Camping Gear - Model A,242.31,3,0.3,508.85,36.27
ORD-000504,2023-01-16,CUST-00603,54.0,Male,Consumer,South,Madison,Electronics,Tablets,Tablets - Model C,81.99,2,0.2,131.18,11.23
ORD-031483,2024-12-14,CUST-01069,56.0,Male,Consumer,North,Springfield,Electronics,Laptops,Laptops - Model C,884.25,1,0.0,884.25,388.06
ORD-010563,2023-10-16,CUST-00366,57.0,Female,Consumer,North,Springfield,Electronics,Smartphones,Smartphones - Model B,1156.03,3,0.1,3121.28,957.18
ORD-032705,2025-01-01,CUST-01322,30.0,Male,Small Business,Central,Franklin,Beauty & Personal Care,Fragrances,Fragrances - Model C,65.89,1,0.0,65.89,20.67
ORD-009071,2023-09-09,CUST-00889,18.0,Male,Consumer,Central,Franklin,Home & Kitchen,Furniture,Furniture - Model D,378.92,1,0.0,378.92,161.09
ORD-006605,2023-07-09,CUST-01356,44.0,Female,Corporate,West,Ashland,Home & Kitchen,Small Appliances,Small Appliances - Model A,120.18,2,0.0,240.36,66.8
ORD-011553,2023-11-06,CUST-00963,24.0,Male,Corporate,North,Springfield,Beauty & Personal Care,Makeup,Makeup - Model C,97.18,4,0.0,388.72,99.83
ORD-017255,2024-02-27,CUST-00954,22.0,Female,Small Business,East,Salem,Beauty & Personal Care,Grooming,Grooming - Model C,114.24,1,0.0,114.24,46.05
ORD-028024,2024-10-31,CUST-01928,24.0,Female,Corporate,North,Springfield,Groceries,Snacks,Snacks - Model A,36.92,1,0.0,36.92,14.3
ORD-012618,2023-11-25,CUST-02114,40.0,Female,Consumer,West,Fairfax,Electronics,Smartwatches,Smartwatches - Model A,1198.62,2,0.0,2397.24,795.15
ORD-029612,2024-11-25,CUST-01632,27.0,Female,Small Business,East,Clinton,Beauty & Personal Care,Makeup,Makeup - Model D,44.53,1,0.0,44.53,14.68
ORD-001718,2023-02-26,CUST-01808,37.0,Other,Consumer,East,Salem,Apparel,Women's Dresses,Women's Dresses - Model B,178.3,2,0.0,356.6,102.73
ORD-025861,2024-09-14,CUST-00557,28.0,Male,Consumer,South,Georgetown,Apparel,Jackets,Jackets - Model A,123.89,1,0.0,123.89,33.84
ORD-026384,2024-09-26,CUST-01746,27.0,Male,Corporate,Central,Chester,Apparel,Jeans,Jeans - Model B,67.92,1,0.0,67.92,28.17
ORD-024811,2024-08-20,CUST-01015,24.0,Male,Small Business,West,Marion,Apparel,Men's Shirts,Men's Shirts - Model B,50.37,1,0.0,50.37,16.69
ORD-033664,2025-01-26,CUST-00663,26.0,Female,Consumer,South,Georgetown,Electronics,Smartphones,Smartphones - Model C,184.57,2,0.0,369.14,138.23
ORD-027095,2024-10-11,CUST-02009,53.0,Female,Consumer,Central,Dover,Home & Kitchen,Cookware,Cookware - Model C,264.09,3,0.15,673.43,223.06
ORD-039540,2025-06-06,CUST-01553,30.0,Male,Consumer,Central,Dover,Apparel,Jeans,Jeans - Model D,59.22,2,0.0,118.44,38.96
ORD-013647,2023-12-05,CUST-00677,68.0,Male,Corporate,Central,Chester,Home & Kitchen,Furniture,Furniture - Model C,105.26,1,0.3,73.68,-1.5
ORD-037699,2025-05-01,CUST-01203,43.0,Male,Consumer,West,Marion,Sports & Outdoors,Cycling,Cycling - Model B,254.44,1,0.0,254.44,81.98
ORD-021208,2024-06-03,CUST-00593,61.0,Male,Consumer,North,Springfield,Electronics,Smartwatches,Smartwatches - Model D,187.12,2,0.0,374.24,113.3
ORD-027613,2024-10-22,CUST-02110,40.0,Female,Consumer,North,Springfield,Apparel,Activewear,Activewear - Model C,114.68,3,0.05,326.84,134.74
ORD-006712,2023-07-12,CUST-01947,28.0,Male,Consumer,West,Fairfax,Groceries,Organic Foods,Organic Foods - Model A,51.05,1,0.0,51.05,14.05
ORD-015411,2024-01-04,CUST-01425,40.0,Female,Corporate,West,Fairfax,Beauty & Personal Care,Haircare,Haircare - Model D,31.89,3,0.0,95.67,26.78
ORD-016438,2024-02-02,CUST-00130,25.0,Male,Small Business,South,Madison,Beauty & Personal Care,Haircare,Haircare - Model D,31.63,1,0.0,31.63,9.28
ORD-036697,2025-04-10,CUST-00910,24.0,Male,Consumer,Central,Dover,Groceries,Beverages,Beverages - Model A,59.41,2,0.1,106.94,28.25
ORD-012891,2023-11-28,CUST-01977,18.0,Male,Consumer,Central,Chester,Beauty & Personal Care,Fragrances,Fragrances - Model C,9.0,3,0.0,27.0,9.3
ORD-003077,2023-04-07,CUST-01332,24.0,Male,Consumer,West,Fairfax,Electronics,Cameras,Cameras - Model C,871.26,2,0.0,1742.52,657.81
ORD-016259,2024-01-27,CUST-01937,37.0,Other,Small Business,South,Madison,Home & Kitchen,Small Appliances,Small Appliances - Model B,182.66,1,0.0,182.66,59.37
ORD-014877,2023-12-24,CUST-01177,28.0,Male,Corporate,West,Fairfax,Home & Kitchen,Bedding,Bedding - Model B,427.77,1,0.0,427.77,156.86
ORD-018825,2024-04-07,CUST-02088,31.0,Female,Consumer,East,Bristol,Beauty & Personal Care,Grooming,Grooming - Model C,72.66,3,0.0,217.98,70.92
ORD-034434,2025-02-15,CUST-01571,38.0,Male,Corporate,South,Madison,Groceries,Snacks,Snacks - Model D,39.83,2,0.1,71.69,14.15
ORD-031973,2024-12-21,CUST-00651,62.0,Female,Small Business,East,Bristol,Home & Kitchen,Cookware,Cookware - Model A,184.45,3,0.05,525.68,214.24
ORD-016443,2024-02-02,CUST-00996,42.0,Male,Consumer,West,Ashland,Groceries,Snacks,Snacks - Model D,13.54,1,0.2,10.83,1.5
ORD-027915,2024-10-28,CUST-02297,71.0,Male,Small Business,South,Greenville,Groceries,Household Supplies,Household Supplies - Model B,49.92,1,0.05,47.42,14.21
ORD-026058,2024-09-18,CUST-01270,45.0,Male,Consumer,West,Ashland,Electronics,Cameras,Cameras - Model A,159.46,1,0.0,159.46,63.34
ORD-034328,2025-02-13,CUST-00721,36.0,Female,Corporate,West,Marion,Sports & Outdoors,Fitness Equipment,Fitness Equipment - Model B,221.89,1,0.0,221.89,58.0
ORD-021574,2024-06-10,CUST-02198,38.0,Female,Consumer,South,Madison,Home & Kitchen,Bedding,Bedding - Model B,150.97,1,0.0,150.97,65.98
ORD-015567,2024-01-09,CUST-02202,35.0,Other,Small Business,North,Fairview,Home & Kitchen,Small Appliances,Small Appliances - Model A,190.92,4,0.0,763.68,294.86
ORD-003373,2023-04-16,CUST-00546,35.0,Female,Consumer,Central,Franklin,Electronics,Smartwatches,Smartwatches - Model D,1149.98,1,0.0,1149.98,344.25
ORD-026806,2024-10-05,CUST-00917,56.0,Male,Consumer,South,Madison,Home & Kitchen,Furniture,Furniture - Model C,305.86,4,0.0,1223.44,538.93
ORD-039874,2025-06-12,CUST-01933,26.0,Female,Consumer,West,Fairfax,Electronics,Tablets,Tablets - Model A,188.19,3,0.0,564.57,156.57
ORD-001751,2023-02-28,CUST-01022,42.0,Female,Consumer,North,Riverton,Home & Kitchen,Bedding,Bedding - Model C,390.27,1,0.0,390.27,144.62
ORD-010110,2023-10-06,CUST-00123,40.0,Male,Consumer,East,Clinton,Home & Kitchen,Storage,Storage - Model A,119.11,4,0.1,428.8,73.09
ORD-029443,2024-11-23,CUST-01698,68.0,Male,Small Business,Central,Dover,Apparel,Jeans,Jeans - Model D,127.2,1,0.05,120.84,35.69
ORD-001938,2023-03-05,CUST-00733,45.0,Female,Corporate,Central,Chester,Beauty & Personal Care,Fragrances,Fragrances - Model D,64.47,1,0.0,64.47,19.61
ORD-025970,2024-09-16,CUST-00131,32.0,Female,Consumer,South,Greenville,Beauty & Personal Care,Skincare,Skincare - Model B,61.07,1,0.1,54.96,17.1
ORD-023692,2024-07-26,CUST-00143,18.0,Female,Corporate,East,Bristol,Home & Kitchen,Storage,Storage - Model B,124.58,2,0.0,249.16,108.33
ORD-034223,2025-02-09,CUST-02152,47.0,Female,Consumer,East,Bristol,Beauty & Personal Care,Grooming,Grooming - Model D,52.94,2,0.1,95.29,34.5
ORD-025048,2024-08-25,CUST-01536,25.0,Male,Corporate,Central,Dover,Beauty & Personal Care,Fragrances,Fragrances - Model C,110.11,2,0.0,220.22,89.09
ORD-013045,2023-11-30,CUST-01785,46.0,Female,Corporate,South,Greenville,Groceries,Beverages,Beverages - Model C,31.56,1,0.0,31.56,12.09
ORD-032916,2025-01-06,CUST-00017,42.0,Male,Consumer,North,Fairview,Home & Kitchen,Cookware,Cookware - Model B,408.71,1,,408.71,179.32
ORD-033631,2025-01-25,CUST-01791,18.0,Male,Consumer,East,Salem,Electronics,Smartwatches,Smartwatches - Model C,911.15,1,0.0,911.15,407.39
ORD-000807,2023-01-27,CUST-00625,44.0,Male,Small Business,Central,Dover,Sports & Outdoors,Yoga,Yoga - Model C,155.64,1,0.15,132.29,45.01
ORD-002624,2023-03-26,CUST-02228,45.0,Male,Consumer,Central,Dover,Beauty & Personal Care,Grooming,Grooming - Model D,119.71,1,0.0,119.71,39.04
ORD-008529,2023-08-26,CUST-02390,37.0,Male,Corporate,West,Marion,Apparel,Activewear,Activewear - Model B,162.96,3,0.0,488.88,193.47
ORD-027575,2024-10-21,CUST-01976,48.0,Female,Consumer,Central,Franklin,Groceries,Snacks,Snacks - Model A,28.23,1,0.0,28.23,7.98
ORD-037696,2025-05-01,CUST-01696,43.0,Female,Consumer,Central,Dover,Home & Kitchen,Bedding,Bedding - Model C,50.94,1,0.0,50.94,14.72
ORD-019287,2024-04-18,CUST-00754,64.0,Female,Corporate,North,Fairview,Groceries,Organic Foods,Organic Foods - Model C,56.88,1,0.0,56.88,20.82
ORD-019116,2024-04-14,CUST-01827,49.0,Female,Consumer,West,Fairfax,Groceries,Snacks,Snacks - Model D,34.09,1,0.0,34.09,9.29
ORD-015502,2024-01-07,CUST-01230,45.0,Male,Consumer,Central,Franklin,Sports & Outdoors,Sportswear,Sportswear - Model A,56.58,1,0.0,56.58,20.06
ORD-016825,2024-02-14,CUST-00547,40.0,Male,Small Business,East,Clinton,Apparel,Women's Dresses,Women's Dresses - Model C,99.05,3,0.0,297.15,122.41
ORD-002215,2023-03-14,CUST-02022,27.0,Female,Small Business,Central,Franklin,Apparel,Activewear,Activewear - Model B,77.29,1,0.15,65.7,18.02
ORD-018870,2024-04-08,CUST-01335,43.0,Female,Consumer,North,Riverton,Apparel,Jackets,Jackets - Model A,57.11,3,0.15,145.63,50.15
ORD-019029,2024-04-12,CUST-01469,19.0,Male,Consumer,Central,Franklin,Sports & Outdoors,Cycling,Cycling - Model B,45.23,1,0.0,45.23,11.68
ORD-015367,2024-01-03,CUST-01897,18.0,Male,Consumer,East,Clinton,Apparel,Footwear,Footwear - Model D,84.42,2,0.15,143.51,45.12
ORD-034330,2025-02-13,CUST-02256,22.0,Male,Consumer,Central,Franklin,Electronics,Laptops,Laptops - Model C,915.2,1,0.0,915.2,345.11
ORD-028808,2024-11-13,CUST-01255,28.0,Male,Consumer,South,Madison,Apparel,Men's Shirts,Men's Shirts - Model C,118.09,1,0.05,112.19,41.26
ORD-013524,2023-12-04,CUST-00788,35.0,Female,Consumer,Central,Chester,Apparel,Activewear,Activewear - Model D,169.17,1,0.1,152.25,45.92
ORD-025783,2024-09-12,CUST-01943,22.0,Male,Small Business,South,Greenville,Home & Kitchen,Bedding,Bedding - Model C,65.08,2,0.0,130.16,47.41
ORD-000967,2023-01-31,CUST-01587,18.0,Female,Consumer,North,Fairview,Home & Kitchen,Storage,Storage - Model B,201.89,1,0.3,141.32,1.19
ORD-027994,2024-10-30,CUST-01671,36.0,Male,Consumer,North,Springfield,Beauty & Personal Care,Grooming,Grooming - Model A,87.15,1,0.0,87.15,32.72
ORD-025739,2024-09-11,CUST-00498,33.0,Male,Consumer,South,Georgetown,Home & Kitchen,Furniture,Furniture - Model A,257.32,1,0.1,231.59,50.7
ORD-040696,2025-06-28,CUST-00736,40.0,Male,Corporate,East,Bristol,Beauty & Personal Care,Makeup,Makeup - Model B,112.08,1,0.0,112.08,44.15
ORD-010467,2023-10-14,CUST-00154,31.0,Male,Consumer,Central,Chester,Beauty & Personal Care,Fragrances,Fragrances - Model A,30.42,1,0.0,30.42,13.43
ORD-023426,2024-07-20,CUST-02207,32.0,Male,Consumer,Central,Dover,Electronics,Smartphones,Smartphones - Model A,104.82,1,0.0,104.82,38.04
ORD-001755,2023-02-28,CUST-00813,41.0,Female,Consumer,South,Georgetown,Home & Kitchen,Furniture,Furniture - Model C,209.58,1,0.0,209.58,74.4
ORD-022070,2024-06-21,CUST-00806,52.0,Female,Consumer,North,Springfield,Electronics,Headphones,Headphones - Model A,769.64,1,0.0,769.64,288.27
ORD-025600,2024-09-07,CUST-00837,33.0,Other,Consumer,South,Madison,Groceries,Beverages,Beverages - Model C,42.51,1,0.0,42.51,16.39
ORD-008909,2023-09-05,CUST-00603,54.0,Male,Consumer,South,Madison,Electronics,Laptops,Laptops - Model A,1191.07,2,0.05,2263.03,859.39
ORD-038111,2025-05-08,CUST-01039,48.0,Female,Small Business,North,Riverton,Apparel,Footwear,Footwear - Model D,123.71,1,0.05,117.52,32.83
ORD-025642,2024-09-08,CUST-02074,34.0,Female,Consumer,Central,Franklin,Electronics,Tablets,Tablets - Model B,197.18,1,0.05,187.32,72.38
ORD-012727,2023-11-26,CUST-02321,43.0,Female,Consumer,South,Greenville,Home & Kitchen,Storage,Storage - Model A,335.91,3,0.05,957.34,337.26
ORD-009976,2023-10-03,CUST-01125,35.0,Male,Consumer,South,Georgetown,Beauty & Personal Care,Haircare,Haircare - Model D,12.8,2,0.1,23.04,7.47
ORD-030534,2024-12-03,CUST-01334,41.0,Female,Consumer,South,Greenville,Apparel,Jeans,Jeans - Model B,34.81,1,0.0,34.81,13.58
ORD-037038,2025-04-17,CUST-02391,18.0,Male,Corporate,East,Bristol,Sports & Outdoors,Yoga,Yoga - Model D,258.76,1,0.15,219.95,39.14
ORD-000699,2023-01-22,CUST-01674,43.0,Female,Consumer,East,Clinton,Apparel,Men's Shirts,Men's Shirts - Model D,28.51,1,0.3,19.96,2.39
ORD-014748,2023-12-23,CUST-00481,40.0,Male,Consumer,North,Fairview,Groceries,Household Supplies,Household Supplies - Model D,32.8,1,0.0,32.8,8.26
ORD-022781,2024-07-05,CUST-00945,41.0,Female,Consumer,South,Madison,Apparel,Men's Shirts,Men's Shirts - Model B,76.38,4,0.0,305.52,81.65
ORD-005644,2023-06-14,CUST-00374,48.0,Male,Consumer,Central,Franklin,Apparel,Jeans,Jeans - Model B,80.84,1,,80.84,26.82
ORD-011284,2023-11-02,CUST-00681,48.0,Male,Consumer,East,Salem,Sports & Outdoors,Yoga,Yoga - Model B,486.86,3,0.0,1460.58,611.8
ORD-003587,2023-04-22,CUST-00168,43.0,Female,Consumer,South,Greenville,Apparel,Activewear,Activewear - Model D,143.47,2,0.0,286.94,73.62
ORD-009483,2023-09-21,CUST-02311,48.0,Female,Consumer,East,Clinton,Beauty & Personal Care,Skincare,Skincare - Model C,32.85,2,0.0,65.7,20.91
ORD-024991,2024-08-24,CUST-00974,46.0,Female,Consumer,Central,Dover,Apparel,Jeans,Jeans - Model C,95.11,2,0.0,190.22,56.36
ORD-025743,2024-09-11,CUST-02484,37.0,Male,Consumer,West,Ashland,Electronics,Cameras,Cameras - Model D,736.09,2,0.0,1472.18,581.87
ORD-009028,2023-09-08,CUST-02473,42.0,Male,Consumer,North,Fairview,Groceries,Beverages,Beverages - Model A,30.8,3,0.1,83.16,16.01
ORD-034545,2025-02-19,CUST-00540,27.0,Female,Corporate,South,Greenville,Beauty & Personal Care,Skincare,Skincare - Model C,119.89,4,0.0,479.56,202.95
ORD-008745,2023-09-01,CUST-02080,26.0,Female,Corporate,West,Ashland,Electronics,Smartphones,Smartphones - Model C,626.4,4,0.0,2505.6,833.22
ORD-039511,2025-06-05,CUST-00257,43.0,Male,Consumer,West,Ashland,Groceries,Snacks,Snacks - Model D,55.75,2,0.0,111.5,29.45
ORD-027456,2024-10-19,CUST-01778,40.0,Female,Small Business,Central,Chester,Groceries,Beverages,Beverages - Model B,31.58,2,0.0,63.16,17.57
ORD-012087,2023-11-16,CUST-00361,36.0,Female,Consumer,East,Salem,Sports & Outdoors,Cycling,Cycling - Model A,344.38,1,0.1,309.94,87.99
ORD-014497,2023-12-19,CUST-00042,45.0,Female,Corporate,Central,Dover,Apparel,Men's Shirts,Men's Shirts - Model C,73.12,2,0.0,146.24,45.53
ORD-030409,2024-12-02,CUST-01550,43.0,Female,Consumer,North,Riverton,Beauty & Personal Care,Makeup,Makeup - Model D,68.93,2,0.05,130.97,34.26
ORD-021584,2024-06-10,CUST-01405,30.0,Female,Consumer,West,Ashland,Home & Kitchen,Cookware,Cookware - Model B,441.93,2,0.2,707.09,135.07
ORD-030790,2024-12-05,CUST-00544,35.0,Female,Consumer,North,Riverton,Electronics,Smartphones,Smartphones - Model D,932.61,2,0.0,1865.22,627.19
ORD-028332,2024-11-05,CUST-01196,63.0,Male,Consumer,Central,Chester,Beauty & Personal Care,Grooming,Grooming - Model D,113.22,1,0.0,113.22,40.17
ORD-034466,2025-02-16,CUST-00643,64.0,Female,Small Business,North,Fairview,Home & Kitchen,Cookware,Cookware - Model D,413.04,1,0.0,413.04,165.52
ORD-019864,2024-05-03,CUST-01506,44.0,Male,Consumer,South,Madison,Electronics,Cameras,Cameras - Model D,1151.88,3,0.0,3455.64,1267.72
ORD-020348,2024-05-14,CUST-00433,36.0,Female,Consumer,West,Ashland,Home & Kitchen,Decor,Decor - Model D,112.38,3,0.0,337.14,121.79
ORD-009914,2023-10-01,CUST-01515,18.0,Female,Corporate,North,Fairview,Electronics,Tablets,Tablets - Model D,376.6,3,0.0,1129.8,290.86
ORD-028275,2024-11-04,CUST-01686,46.0,Male,Consumer,Central,Franklin,Electronics,Smartphones,Smartphones - Model A,760.05,2,0.0,1520.1,444.04
ORD-032126,2024-12-23,CUST-01560,36.0,Female,Consumer,West,Marion,Groceries,Organic Foods,Organic Foods - Model B,20.89,1,0.1,18.8,3.27
ORD-009153,2023-09-12,CUST-02337,73.0,Female,Consumer,West,Ashland,Beauty & Personal Care,Haircare,Haircare - Model D,62.81,1,0.05,59.67,18.77
ORD-033459,2025-01-21,CUST-01678,42.0,Male,Corporate,North,Riverton,Sports & Outdoors,Cycling,Cycling - Model B,496.28,4,0.0,1985.12,616.19
ORD-032340,2024-12-27,CUST-02405,26.0,Female,Consumer,North,Springfield,Home & Kitchen,Storage,Storage - Model C,405.21,1,0.3,283.65,30.17
ORD-008754,2023-09-01,CUST-01490,40.0,Female,Corporate,West,Marion,Beauty & Personal Care,Makeup,Makeup - Model D,94.54,1,0.0,94.54,26.95
ORD-015454,2024-01-05,CUST-02346,25.0,Female,Consumer,North,Springfield,Groceries,Snacks,Snacks - Model D,23.65,1,0.0,23.65,6.85
ORD-004582,2023-05-18,CUST-01394,44.0,Female,Corporate,West,Ashland,Electronics,Smartwatches,Smartwatches - Model B,129.38,1,0.0,129.38,48.96
ORD-022811,2024-07-06,CUST-00146,32.0,Male,Consumer,North,Springfield,Sports & Outdoors,Fitness Equipment,Fitness Equipment - Model C,114.09,1,0.2,91.27,13.09
ORD-029025,2024-11-16,CUST-00636,34.0,Female,Consumer,North,Fairview,Apparel,Jackets,Jackets - Model B,38.71,1,0.0,38.71,14.62
ORD-031118,2024-12-09,CUST-02230,41.0,Male,Small Business,North,Springfield,Apparel,Men's Shirts,Men's Shirts - Model C,139.92,1,0.0,139.92,55.62
ORD-006143,2023-06-26,CUST-01888,40.0,Male,Consumer,North,Springfield,Apparel,Men's Shirts,Men's Shirts - Model A,97.04,2,0.0,194.08,85.97
ORD-021215,2024-06-03,CUST-00593,61.0,Male,Consumer,North,Springfield,Apparel,Jeans,Jeans - Model A,119.5,1,0.05,113.52,39.89
ORD-000192,2023-01-07,CUST-00556,34.0,Female,Corporate,West,Fairfax,Apparel,Jeans,Jeans - Model B,99.45,3,0.0,298.35,113.93
ORD-026277,2024-09-23,CUST-00002,24.0,Female,Consumer,South,Greenville,Sports & Outdoors,Sportswear,Sportswear - Model C,139.9,1,0.15,118.92,19.74
ORD-006573,2023-07-08,CUST-02362,25.0,Male,Small Business,East,Clinton,Groceries,Organic Foods,Organic Foods - Model C,35.58,2,0.0,71.16,20.84
ORD-004518,2023-05-16,CUST-00383,18.0,Female,Small Business,Central,Franklin,Groceries,Beverages,Beverages - Model D,6.81,1,0.0,6.81,2.14
ORD-020581,2024-05-18,CUST-00036,52.0,Male,Corporate,South,Georgetown,Home & Kitchen,Cookware,Cookware - Model A,316.52,1,0.15,269.04,90.71
ORD-001442,2023-02-17,CUST-01490,40.0,Female,Corporate,West,Marion,Electronics,Smartphones,Smartphones - Model C,236.34,1,0.0,236.34,105.68
ORD-038627,2025-05-18,CUST-01733,35.0,Other,Corporate,East,Salem,Apparel,Activewear,Activewear - Model A,174.85,1,0.0,174.85,47.31
ORD-039900,2025-06-12,CUST-02165,45.0,Female,Consumer,North,Riverton,Electronics,Smartphones,Smartphones - Model B,86.37,1,0.1,77.73,17.14
ORD-018022,2024-03-19,CUST-01900,24.0,Female,Consumer,South,Madison,Sports & Outdoors,Sportswear,Sportswear - Model D,10.83,1,0.05,10.29,3.18
ORD-000522,2023-01-17,CUST-00986,46.0,Male,Consumer,East,Salem,Groceries,Household Supplies,Household Supplies - Model A,47.12,3,0.0,141.36,46.1
ORD-016353,2024-01-30,CUST-00035,46.0,Male,Consumer,South,Georgetown,Sports & Outdoors,Camping Gear,Camping Gear - Model C,381.71,1,0.0,381.71,110.1
ORD-037181,2025-04-20,CUST-00263,41.0,Female,Consumer,South,Georgetown,Apparel,Jackets,Jackets - Model D,50.25,4,0.0,201.0,77.29
ORD-008249,2023-08-19,CUST-02185,18.0,Female,Consumer,East,Salem,Beauty & Personal Care,Fragrances,Fragrances - Model D,64.25,1,0.1,57.82,16.48
ORD-035256,2025-03-08,CUST-00438,24.0,Male,Consumer,West,Marion,Beauty & Personal Care,Skincare,Skincare - Model C,38.15,2,0.0,76.3,23.78
ORD-003208,2023-04-11,CUST-00136,24.0,Female,Corporate,North,Riverton,Home & Kitchen,Storage,Storage - Model B,445.39,1,0.0,445.39,126.98
ORD-028597,2024-11-09,CUST-02053,53.0,Female,Consumer,South,Georgetown,Apparel,Activewear,Activewear - Model C,146.31,4,0.0,585.24,164.2
ORD-014082,2023-12-12,CUST-00221,35.0,Male,Consumer,West,Marion,Apparel,Footwear,Footwear - Model B,51.86,1,0.0,51.86,19.86
ORD-012871,2023-11-28,CUST-00264,30.0,Male,Consumer,West,Fairfax,Beauty & Personal Care,Skincare,Skincare - Model D,14.25,2,0.1,25.65,6.94
ORD-039207,2025-05-30,CUST-00526,32.0,Female,Consumer,Central,Dover,Electronics,Cameras,Cameras - Model C,397.52,1,0.0,397.52,156.22
ORD-019616,2024-04-27,CUST-00386,27.0,Female,Corporate,South,Georgetown,Sports & Outdoors,Yoga,Yoga - Model D,261.74,1,0.0,261.74,74.91
ORD-020664,2024-05-20,CUST-01191,57.0,Female,Small Business,South,Madison,Electronics,Smartwatches,Smartwatches - Model C,225.69,2,0.3,315.97,6.72
ORD-026638,2024-10-01,CUST-01611,41.0,Female,Corporate,West,Fairfax,Home & Kitchen,Decor,Decor - Model C,156.72,2,0.15,266.42,47.56
ORD-014968,2023-12-26,CUST-00560,26.0,Male,Consumer,South,Greenville,Electronics,Tablets,Tablets - Model B,370.71,2,0.15,630.21,199.88
ORD-027390,2024-10-18,CUST-01696,43.0,Female,Consumer,Central,Dover,Apparel,Activewear,Activewear - Model D,121.55,2,0.0,243.1,65.78
ORD-032021,2024-12-22,CUST-00406,34.0,Other,Consumer,South,Georgetown,Groceries,Household Supplies,Household Supplies - Model B,10.48,3,0.0,31.44,13.1
ORD-021350,2024-06-06,CUST-00864,39.0,Male,Consumer,Central,Dover,Sports & Outdoors,Fitness Equipment,Fitness Equipment - Model B,372.39,3,0.3,782.02,20.01
ORD-034402,2025-02-15,CUST-01763,29.0,Male,Consumer,South,Georgetown,Apparel,Men's Shirts,Men's Shirts - Model C,19.55,4,0.0,78.2,31.26
ORD-024486,2024-08-12,CUST-02419,46.0,Male,Consumer,West,Marion,Sports & Outdoors,Cycling,Cycling - Model B,49.24,3,0.15,125.56,16.97
ORD-036207,2025-03-29,CUST-00987,19.0,Male,Corporate,East,Salem,Apparel,Men's Shirts,Men's Shirts - Model C,135.21,1,0.0,135.21,53.44
ORD-005642,2023-06-14,CUST-00668,44.0,Male,Small Business,West,Fairfax,Beauty & Personal Care,Fragrances,Fragrances - Model D,77.94,1,0.2,62.35,6.72
ORD-029289,2024-11-21,CUST-01145,38.0,Male,Consumer,South,Greenville,Electronics,Smartwatches,Smartwatches - Model C,406.94,1,0.15,345.9,105.28
ORD-032543,2024-12-29,CUST-01150,51.0,Female,Corporate,West,Ashland,Sports & Outdoors,Yoga,Yoga - Model D,384.94,1,0.1,346.45,110.01
ORD-036002,2025-03-25,CUST-00600,18.0,Female,Consumer,West,Marion,Groceries,Organic Foods,Organic Foods - Model D,9.97,3,0.15,25.42,3.99
